song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
Ain't That Easy,2yx7XX9v7M6yhm2fBG7K3E,"[""D'Angelo""]",Black Messiah,289346,False,336vr2M3Va0FjyvB55lJEd,1,0.544623,0.644133,-8.111,0.4152,176.176,Ain't That Easy
All I Need Is Your Love - D!rty Aud!o Remix,2tWRm3rF4hoTb5ToLwr4bI,"['Deorro', 'Adrian Delgado']",All I Need Is Your Love (Remixes),231973,False,6VD4UEUPvtsemqD3mmTqCR,2,0.690444,0.86741,-4.016,0.161947,140.021,All I Need Is Your Love - D!RTY AUD!O Remix
"Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",06B0pbiRWZJAfxJXu6R4wY,"['Mavins', 'Don Jazzy', 'Dr Sid', 'Dr Sid Tiwa Savage', 'Reekado Banks', ""Di'Ja"", 'Korede Bello', 'D. Prince']","Dorobucci (feat. Don Jazzy, Dr Sid, Dr Sid Tiwa Savage, Reekado Banks, Di'ja, Korede Bello & D'prince)",266903,False,5JWBXFlYkBy3n2oN1To790,8,0.579078,0.720689,-8.705,0.160357,197.92,"Dorobucci (feat. Di'ja, Tiwa Savage, Dr Sid, Reekado Banks & Korede Bello)"
Marlboro Man,62FRkWAIkQyxqKkd8GFKKW,['D-A-D'],DISN30LAND AF30R D30K,167213,False,2I6gQ8HicF6er2NgjfkwGd,1,0.385175,0.814184,-4.734,0.071305,77.643,Marlboro Man
Freedom,3oQ24bk8nOlDorA3tcrz3a,"['Afrojack', 'D-Wayne', 'Jack McManus']",Forget The World (Deluxe),243973,False,4D75GcNG95ebPtNvoNVXhz,3,0.626615,0.825853,-5.335,0.034516,127.997,Freedom
Hörnet,4plZPFjSHRZSrytIPaOCYM,"['Sabotage', 'Antonio D']",Djungeltrumman,191973,False,14qOjU0v6EYODL6mmky8El,2,0.657439,0.702208,-7.064,0.163376,86.41,Hörnet
Axis,7ceoa4kpGgdUXWxqFnDrEK,['Pryda'],Mija / Origins / Backdraft / Axis,483599,False,37U9sPqTZMd7AKJCWgcvkt,1,0.679772,0.926631,-6.506,0.042496,126.005,Axis
The Veldt (deadmau5 Vs. Eric Prydz Edit),4rHk2tXZ0r8HCKsPLqXQPT,"['deadmau5', 'Eric Prydz', 'Chris James']",5 years of mau5,386442,False,2CIMQHirSU0MQqyYHq0eOx,3,0.46462,0.939025,-4.916,0.029414,128.001,The Veldt (deadmau5 Vs. Eric Prydz Edit)
Adagio in D Minor,6zuQUtY40YRNZprLy96QGR,['John Murphy'],Adagio in D Minor,249647,False,4UGoqrmNHDJ166XD6DtZni,1,0.173298,0.503249,-8.734,0.035199,119.011,Adagio in D Minor
Menea Tu Chapa,7G6dxux3uUjSfQY7MP9J5W,['Wilo D New'],KlK Llego El Tipo the Album,175333,False,7Mj6zJyAtVisnooOp1hlWF,1,0.873046,0.918784,-1.776,0.054163,129.993,Menea Tu Chapa
1000 Deaths,5Zvp0QO5e9cGhYHywdrfyQ,"[""D'Angelo""]",Black Messiah,349693,False,336vr2M3Va0FjyvB55lJEd,1,0.641575,0.806558,-9.236,0.239594,86.909,1000 Deaths
Canon in D,6nkyCZZDT2rmTJcJSJiOGi,"['Johann Pachelbel', 'Stuttgarter Kammerorchester', 'Karl M\xc3\xbcnchinger']",Pachelbel - Canon in D and Beyond,269693,False,62TD7509VQIxUe4WpwO0s3,3,0.173442,0.258241,-15.945,0.034524,94.686,Canon in D
Till It's Done (Tutu),1tgmyTEKDOkwyvyE37AJDj,"[""D'Angelo""]",Black Messiah,231920,False,336vr2M3Va0FjyvB55lJEd,1,0.645187,0.545696,-10.354,0.075628,90.848,Till It's Done (Tutu)
Throw Dat D,0qjgzEwWkmHDWnmEWCIN0H,['Akon'],KonKrete Jungle,222749,True,0z4gvV4rjIZ9wHck67ucSV,1,0.781867,0.666039,-8.316,0.051908,101.05,Throw Dat D
Pantman Anthem,3aOrMh1ND3XLHukGJrizaJ,"['O-Hund', 'Third Eye', 'Antonio D']",Pantman Anthem,180000,False,6w5waykNLa0CSprI42WPLo,3,0.845862,0.732193,-5.084,0.127782,92.043,Pantman Anthem
The Charade,7gQzzsppcAezKh0HFjrG3q,"[""D'Angelo""]",Black Messiah,200840,False,336vr2M3Va0FjyvB55lJEd,1,0.670605,0.733105,-7.88,0.065254,120.08,The Charade
Revel - Radio Edit,3jmwTimAaLkEwBtdJ4029b,['D-Wayne'],Revel,168530,False,7s8qj3Bzbzoyw1t1y88GuX,1,0.759927,0.936337,-6.768,0.431049,127.984,Revel - Radio Edit
Back to the Future (Part I),6hAFh200VpVUPg1P14oaJr,"[""D'Angelo""]",Black Messiah,322120,False,336vr2M3Va0FjyvB55lJEd,1,0.890715,0.302552,-9.793,0.350551,95.261,Back to the Future (Part I)
Mitt Hjärta,2uUXD0BFDMiac4sIsDB7np,['Antonio D'],Mitt Hjärta,223785,False,4nhVPRChv24WG40x4H0eaG,1,0.761048,0.53347,-8.828,0.057311,150.022,Mitt Hjärta
Sugah Daddy,53l4LGUeZKCDZI1u25kQDN,"[""D'Angelo""]",Black Messiah,302840,False,336vr2M3Va0FjyvB55lJEd,1,0.785731,0.546508,-11.416,0.261622,92.603,Sugah Daddy
The Last In Line,7cuIQgdm380dPia0PyQAc8,['Tenacious D'],Ronnie James Dio - This Is Your Life,223773,False,1XpDYCrUJnvCo9Ez6yeMWh,1,0.507778,0.943744,-4.433,0.1217,169.869,The Last In Line
Rösta inte på SD,3UoQoUDQwgWdbSBskD3CCe,"['Diegojah', 'Papa D', 'Amsie Brown', 'Hanouneh', 'Ras Cricket', 'Junior Natural', 'Mysticman', 'Ras Daniel', 'Oskar Franz\xc3\xa9n', 'Leafnuts', 'L\xc3\xb6stFolk', 'P-Danjelsa']",Jag ska berätta,444758,False,13XNawj6Z1HHosYXQ0ojCP,12,0.791709,0.764499,-5.407,0.246509,84.916,Rösta inte på SD
Another Life,2f9mmR37OEceYERbXml0Nj,"[""D'Angelo""]",Black Messiah,358626,False,336vr2M3Va0FjyvB55lJEd,1,0.572107,0.61026,-7.994,0.044819,71.254,Another Life
Back to the Future (Part II),0BcLpX66X5fTdBSnsCMFyP,"[""D'Angelo""]",Black Messiah,144813,False,336vr2M3Va0FjyvB55lJEd,1,0.871578,0.526772,-8.24,0.402067,95.212,Back to the Future (Part II)
The Prestige (feat. D Styles),7pbVF7VmIu1kIes1KmqgHh,['Kraddy'],Be A Light,300582,False,4oz8w4VbKJIgBUkLRCJgm7,1,0.644173,0.8562,-6.688,0.23415,140.024,The Prestige (feat. D Styles)
"Piano Sonata in D Major, Op. 28 - 'Pastoral': I. Allegro",4MFHVdS8rsw1rSTZGWhCa8,"['Ludwig van Beethoven', 'James Rhodes']",Five,738826,False,2wOqMjp9TyABvtHdOSOTUS,2,0.270769,0.026805,-28.476,0.04839,69.771,"Piano Sonata in D Major, Op. 28 - 'Pastoral': I. Allegro"
Lost You,6Rjk8HQZz8l4zH7fr0o7AE,"['Zeds Dead', 'Twin Shadow', ""D' Angelo Lacy""]",Lost You,218312,False,67qogtRNI0GjUr8PlaG6Zh,3,0.740161,0.875374,-4.79,0.037618,126.038,Lost You
Alive - Radio Edit,7CgdCjIpdoHEm5JazV4Fjz,"['D-Block & S-Te-Fan', 'Isaac', 'Chris Madin']",Alive,208400,False,6L7a6wPGpvLtTwOsMLnF1z,3,0.502477,0.858909,-4.325,0.026459,149.922,Alive (Radio Edit) [feat. Chris Madin]
"Waltz No. 6 in D-Flat Major, Op. 64 No. 1 - ""Minute""",4PfLPmM3fazXG8eXW9AZ0j,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Claudio Arrau']",Chopin - Classical Masterpieces,149200,False,7y97mc3bZRFXzT2szRM4L4,2,0.306505,0.046888,-27.402,0.039453,66.44,"Waltz No.6 in D flat, Op.64 No.1 -'Minute'"
Freedom - Edit,2qS5avkqyh9ZChlqDV7Hei,"['Afrojack', 'D-Wayne', 'Jack McManus']",Freedom,175312,False,4D75GcNG95ebPtNvoNVXhz,3,0.524524,0.812406,-5.492,0.07977,127.997,Freedom - Edit
Flyger Iväg,5IeDTbgQHbR6Z99kc5TRDM,"['Antonio D', 'O-Hund', 'Tredje \xc3\x96gat']",Flyger Iväg,200000,False,4nhVPRChv24WG40x4H0eaG,3,0.827544,0.698225,-8.489,0.084287,90.021,Flyger Iväg
aisatsana [102],3ESsjKqrj3M79I8sSZieK3,['Aphex Twin'],Syro,321880,False,6kBDZFXuLrZgHnvmPu9NsG,1,0.276877,0.010036,-32.893,0.035884,102.397,aisatsana [102]
We Are Mirage,5YhvT0GvxJxW5AO2l4BED7,"['Eric Prydz', 'Empire Of The Sun']",Liberate (Remixes),379500,False,5sm0jQ1mq0dusiLtDJ2b4R,2,0.555046,0.79229,-6.769,0.036161,127.95,We Are Mirage
Jag Drar Vidare,3z3qwyyK4NQtLhrnlvLKiT,"['Hanouneh & Antonio D', 'Hanouneh', 'Antonio D']",Andas Riddim,199146,False,56s6yCiPs87xWjOeACrHQY,3,0.739097,0.623856,-6.395,0.213552,79.012,Jag Drar Vidare
What I've Waited for (feat. D. Brown),0OwhEqx9AoECkHrHjE7phU,"['Vicetone', 'D. Brown']",What I've Waited for (feat. D. Brown),221901,False,0daugAjUgbJSqdlyYNwIbT,2,0.533131,0.779921,-3.299,0.048726,127.95,What I've Waited for (feat. D. Brown)
Word On The Town (feat. Pimp C),02EGAYuoLeIU4h6zgxtW5M,"['Wiz Khalifa', 'Juicy J', 'Ty Dolla $ign', 'Pimp C']",Taylor Gang,222101,True,137W8MRPWKqSmrBGDBFSop,4,0.699613,0.827843,-5.363,0.214502,150.076,Word On The Town (feat. Pimp C)
Prayer in C - Smithee Edit,2yUNJnSgmwaouVDB3ABYl9,['Willy C'],Prayer in C,242513,False,3zLzFBI0Q3tR8ivpVxv3Yu,1,0.64752,0.990221,-3.678,0.035503,143.984,Prayer in C (Smithee Remix Edit)
The C**t Song (Rock Version),05N3QoLIGuOgtU32Kq0vsC,['Logan Hugueny-Clark'],The C**t Song (Rock Version),114365,True,21rSeb3ASaDq3EyeJ3Qbol,1,0.916063,0.491589,-14.473,0.24213,130.007,The C**t Song (Rock Version)
Minns Vad Du Sa,6D2ip633z0Au78yglXnMo1,['B C'],Minns Vad Du Sa,196500,False,0iieHSV4JrDQ4iXLGRgoHF,1,0.666028,0.684457,-8.488,0.027619,120.021,Minns Vad Du Sa
Heartbeat Loud,5PuJ00qKGWqbGeeWbt8WJb,"['Andy C', 'Fiora']",Heartbeat Loud,179650,False,75HK7rgkmDMTnWwwmcN53N,2,0.421113,0.960908,-1.059,0.04275,174.046,Heartbeat Loud
Heartbeat Loud - Extended Version,2EqVkvGSpRHGO9s2jRphYG,"['Andy C', 'Fiora']",Heartbeat Loud (Remixes),225253,False,75HK7rgkmDMTnWwwmcN53N,2,0.419022,0.959291,-1.379,0.039538,174.027,Heartbeat Loud (Extended Version)
Gonna Make You Sweat (Everybody Dance Now),0t9uFGqJQWv0p2Gw9hAOIr,"['C & C Music Factory', 'Freedom Williams']",100 hits från 90-talet,244586,False,7krx6UBDKLwE0q3s3fesqF,2,0.556445,0.792006,-9.265,0.087861,113.078,Gonna Make You Sweat (Everybody Dance Now)
Beautiful Day - Radio Edit,4RsTDfBPSgnSZYe7JPP3kv,"['The Kenneth Bager Experience', 'Damon C. Scott']",Beautiful Day,197098,False,4Xlg5XvPgIdFtvUHVqvDic,2,0.630531,0.722999,-6.883,0.071822,89.973,Beautiful Day - Radio Edit
Let's Love,6FbhsFfNGOgHoWR5v5yoSh,['C-Clown'],Let's Love,198826,False,5HBeCjZkFtwfLYD7X3kLwi,1,0.658231,0.931445,-2.873,0.071417,102.976,Let's Love
Prayer In C,3xDwdnSZNnKg7zFagrZQGf,['Jona Selle'],Covers Vol.2,175121,False,13qDiWWIa4Gb6toRGszKKP,1,0.832338,0.271869,-14.76,0.044153,123.03,Prayer In C
"Concerto No. 21 in C Major for Piano and Orchestra, K. 467: II. Andante",5qUJQEOX0jQZ0abNqbqzsO,"['Wolfgang Amadeus Mozart', 'G\xc3\xa9za Anda']",Mozart Top 20,435320,False,4NJhFmfw43RLBLjQvxDuRS,2,0.153566,0.027653,-27.577,0.034461,176.608,2. Andante
Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,"['Lilly Wood and The Prick', 'Robin Schulz']",Prayer In C,189399,False,50OApTJurDusIo9dGTqSU4,2,0.7526,0.83214,-6.933,0.026525,122.996,Prayer In C - Robin Schulz Radio Edit
Prayer In C,17O7wI9MExNcZUut2GW3zc,['Lilly Wood and The Prick'],Saint-Germain-des-Prés Café Vol. 16 by KlangKuenstler,192026,False,50OApTJurDusIo9dGTqSU4,1,0.70555,0.247948,-9.008,0.033572,94.015,Prayer In C
Prayer In C,4GtcDcB7VdaURKgfbgQks9,['Lilly Wood and The Prick'],Invincible Friends (Edition Robin Schulz Remix),190026,False,50OApTJurDusIo9dGTqSU4,1,0.70555,0.247948,-9.008,0.033572,94.015,Prayer In C
Chateau Lobby #4 (in C for Two Virgins),3DPMzRqADk1IHrNv77j0OU,['Father John Misty'],Chateau Lobby #4 (in C for Two Virgins),170840,False,2kGBy2WHvF0VdZyqiVCkDT,1,0.435906,0.804372,-4.907,0.040905,188.061,Chateau Lobby #4 (in C for Two Virgins)
Prayer in C,6F9sSGTZr8mFfUndArNCmq,['Beth'],EP1,131000,False,0Tazr7cok0ZIzVWH27sqeY,1,0.78668,0.118201,-14.575,0.074042,115.887,Prayer in C
Prayer In C (Robin Schulz Remix) [Radio Edit],5HdUMBc7AhPFhlPDZUpSwf,['Lilly Wood and The Prick'],Invincible Friends (Edition Robin Schulz Remix),190243,False,50OApTJurDusIo9dGTqSU4,1,0.7526,0.83214,-6.933,0.026525,122.996,Prayer In C - Robin Schulz Radio Edit
Prayer in C - Smithee Edit,5yHr6ZCbOLIxqbW7ZtJO0o,['Willy C'],Bass Power 15,236893,False,3zLzFBI0Q3tR8ivpVxv3Yu,1,0.646419,0.990554,-3.573,0.03587,143.994,Prayer in C - Smithee Edit
Die Wahrheit (C=64),2BCjebb3YFScRBiCfJJSk7,['Welle: Erdball'],Ich rette dich!,196560,False,5LSCMuTO3XVrhC7OiPCElt,1,0.755918,0.619386,-10.992,0.170572,112.752,Die Wahrheit (C=64)
Prayer in C - Robin Schulz Radio Edit,0uVyZywUNOp6S0dU5r8TS8,"['Lilly Wood and The Prick', 'Robin Schulz']",Prayer,189399,False,50OApTJurDusIo9dGTqSU4,2,0.7526,0.83214,-6.933,0.026525,122.996,Prayer In C - Robin Schulz Radio Edit
Heartbeat Loud - Andy C VIP,5NrXZDo2XTIvFCNUOmRaBW,"['Andy C', 'Fiora']",Heartbeat Loud (Remixes),249655,False,75HK7rgkmDMTnWwwmcN53N,2,0.415033,0.976261,-0.843,0.049968,174.058,Heartbeat Loud (Andy C VIP)
Holla at Me,5xQEManOgwhHgs2Zhfj03H,['C Breeze'],Fireworks,194455,True,24OCZDYud2BcFNevHHSEmm,1,0.871063,0.822568,-4.738,0.197699,99.993,Holla at Me
Sweet Mary C,71G50gDC8L1ADs2MFPTMhx,['Electric Mary'],The Last Great Hope,184093,False,5L1rOWU3saDGam8QkWPDqO,1,0.313365,0.888965,-4.108,0.043804,88.913,Sweet Mary C
Prayer In C - Robin Schulz Remix,2qgetBGCtONLZf97aMpCj9,"['Lilly Wood and The Prick', 'Robin Schulz']",Fitness Beats 2015,322687,False,50OApTJurDusIo9dGTqSU4,2,0.781792,0.625455,-6.498,0.036917,123.015,Prayer In C (Robin Schulz Remix)
Feel The Love - Radio Mix,1BapjD4yGHAgDwvdGnlRBs,"['Fedde Le Grand', 'Michael Calfan', 'Max C']",Feel The Love,171002,False,7dc6hUwyuIhrZdh80eaCEE,3,0.577232,0.896058,-1.435,0.054702,128.037,Feel the Love - Radio Mix
Party (Go Dumb) [feat. Young Az],4glkE5YIdjH6exdZUYglOA,"['C-Trox', 'Young A.Z.']",Dorm Room EP,198000,True,1MWyFWQ7erF4XjLph84x5J,2,0.653585,0.79207,-6.247,0.316919,159.976,Party (Go Dumb) [feat. Young Az]
Amazing - Ruf Dug Remix,0SlsvX5vEsxNM4g2YmL9wI,"['The Kenneth Bager Experience', 'Damon C. Scott']",Amazing,282053,False,4Xlg5XvPgIdFtvUHVqvDic,2,0.673458,0.574562,-13.992,0.038338,96.985,Amazing - Ruf Dug Remix
Overture in C Shark,7FZ2d0qixGuUkeo3PPltAZ,['Wolf'],Devil Seed,132586,False,2dRLZ9oE77rkNi7K6UH3Lq,1,0.498644,0.953302,-6.641,0.057465,118.045,Overture in C Shark
Gonna Make You Sweat (Everybody Dance Now),30g0WrpdNNDm3NqS4GB0bG,"['C & C Music Factory', 'Freedom Williams']",100 Hits of the '90s,243800,False,7krx6UBDKLwE0q3s3fesqF,2,0.556445,0.792006,-9.265,0.087861,113.078,Gonna Make You Sweat (Everybody Dance Now)
Fire In Our Hearts [Mix Cut] - Joey Dale Remix,6z4DBDCCA1qDzt3wCL5avW,"['Swanky Tunes', 'C. Todd Nielsen']",The Sound Of Revealed 2014 (Mixed Version),262500,False,06cLuOP0p7VAnBnqil1eWX,2,0.515548,0.890065,-4.615,0.038885,127.974,Fire In Our Hearts [Mix Cut] - Joey Dale Remix
Make Love,253rkrVR3BTWvy4agEfiH9,['C Breeze'],Fireworks,222902,True,24OCZDYud2BcFNevHHSEmm,1,0.76638,0.714108,-4.852,0.070316,84.013,Make Love
Fire In Our Hearts - Radio Edit,7c0EUNEbDUjobDTZnSaA1s,"['Swanky Tunes', 'C. Todd Nielsen']",Fire In Our Hearts,230624,False,06cLuOP0p7VAnBnqil1eWX,2,0.561111,0.964387,-3.852,0.065138,127.985,Fire In Our Hearts - Radio Edit
Prayer in C,3rTtjfM496IkJN0DrrE3vx,['Beth'],The Best of Beth,131000,False,0Tazr7cok0ZIzVWH27sqeY,1,0.78668,0.118201,-14.575,0.074042,115.887,Prayer in C
C#NT - Original Edit,1zrRb6GmiurJa1lcqTzDsc,"['Zany', 'Crypsis']",C#NT,146879,False,5lHeHJPYUJdDBXIApseBwO,2,0.291187,0.973215,-3.663,0.228959,149.016,C#NT - Original Edit
Prayer In C - Robin Schultz Radio Edit,6dxQScilKw0NWD2uC8rYMG,['Maria Levinson'],"Ultimate Pop Hits, Vol. 5",194049,False,5l2JdoOoGFX3iyrGQPlq7p,1,0.711071,0.883282,-7.76,0.02839,123.012,Prayer in C (Robin Schultz Radio Edit)
O P R I C K (feat. OP),367pc8F2uQ1c7KoORjRPMH,"['Rikard ""Skizz"" Bizzi', 'OP']",100kg Funk,215880,False,3AcDJEZvKgdQU4qK9JvczW,2,0.742307,0.739578,-7.152,0.36173,95.519,O P R I C K (feat. OP)
Fire In Our Hearts - Original Mix,5jjPq1EY9LlXxwkSnhRrbg,"['Swanky Tunes', 'C. Todd Nielsen']",Fire In Our Hearts,337500,False,06cLuOP0p7VAnBnqil1eWX,2,0.61466,0.801014,-7.153,0.053712,127.976,Fire In Our Hearts
Fire In Our Hearts [Mix Cut] - Original Mix,5XubhWRmDNMaW6J57chkiC,"['Swanky Tunes', 'C. Todd Nielsen']",Hardwell Presents Revealed Vol. 5,254066,False,06cLuOP0p7VAnBnqil1eWX,2,0.455578,0.958808,-6.244,0.069015,128.736,Fire In Our Hearts [Mix Cut] (Original Mix)
For,6EUuKJmYvklA10o1cdhIlz,['C. Duncan'],For,231689,False,0x3sTIYnP56TnL6bbyMU2i,1,0.586759,0.60646,-7.529,0.033457,85.057,For
G Shit,1xm41utgX6tZZs5t22gJuh,['C Breeze'],Fireworks,244192,True,24OCZDYud2BcFNevHHSEmm,1,0.565884,0.777445,-7.103,0.319558,87.022,G Shit
Kom så ska du få C,1ibpGwjKnWUAe2hESHW8la,"['Bj\xc3\xb6rn Kjellman', 'Emma Molin', 'Katharina Cohen', 'Omid Khansari']",Livet i bokstavslandet,126466,False,7oyKEO8256ekvp3bUGUjPS,4,0.812789,0.711579,-5.23,0.075804,142.026,Kom så ska du få C
Carry On - Radio Edit,5lXOSoVohBSo6P1LqLNK7A,"['Mob Culture', 'Damon C. Scott']",Deep House,185566,False,0edinXHcm7SxdtW3WyukQx,2,0.68524,0.71086,-6.273,0.0301,121.98,Carry On - Radio Edit
Prayer in C,3JudLD2btgYCaFFZAeQVMO,"['Lula Wall', 'Raffa Shmit']",Prayer in C,189299,False,2Br1pMNAuP4LGlpOt4aiua,2,0.780088,0.597584,-7.077,0.031522,123.014,Prayer in C
B-I-T-C-H,6NmxZwwuv8xKQLtzhyoyTY,['Rodney Carrington'],C'mon Laugh You Bastards,96293,True,7xsMZdxw6eEJXGTLZulONO,1,0.60548,0.227408,-11.705,0.03111,90.984,B-I-T-C-H
Carry On - Radio Edit,5izdcRkXYaEdj9iQzVg4u8,"['Mob Culture', 'Damon C. Scott']",Filtr Deep House #1,185040,False,0edinXHcm7SxdtW3WyukQx,2,0.68524,0.71086,-6.273,0.0301,121.98,Carry On - Radio Edit
"Waltz No. 7 in C sharp Minor, Op. 64 No. 2",7LTH8lbks0dVmo6FKiNcSn,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Claudio Arrau']",Chopin - Classical Masterpieces,259986,False,7y97mc3bZRFXzT2szRM4L4,2,0.276269,0.04035,-25.931,0.043269,70.211,"Waltz No.7 in C sharp minor, Op.64 No.2"
"Préludes, Op. 28: No. 1 in C Major",5M0CpxiOKbdpFmxn44M40P,"['Fr\xc3\xa9d\xc3\xa9ric Chopin', 'Nikita Magaloff']",Chopin - Classical Masterpieces,42000,False,7y97mc3bZRFXzT2szRM4L4,2,0.22465,0.195357,-21.727,0.03848,70.07,"Préludes, Op. 28: No. 1 in C Major"
Boy Boy Boy,0cjALmbbANoFHsj15rh3YS,['Andhim'],"Boarding Gate 2 - Compiled by Monika Kruse, mixed by Paul C & Paolo Martini",421625,False,6XJeFzmI6vrWyHcdB7EImP,1,0.720272,0.796863,-8.354,0.072792,119.981,Boy Boy Boy
Marvins,3g8vKDQijO4KflgGgCH2mJ,['C Breeze'],Fireworks,271490,True,24OCZDYud2BcFNevHHSEmm,1,0.369002,0.310141,-12.023,0.072861,78.409,Marvins
Nadie Tiene Que Saber (feat. Farruko),5xWoxDTYD9rvXlhZRVOosU,"['EL BOY C', 'Farruko']",Nadie Tiene Que Saber (feat. Farruko),252169,False,5QMn8GQyPTKyS6TQi7ye1A,2,0.54553,0.744554,-7.638,0.239812,82.941,Nadie Tiene Que Saber (feat. Farruko)
song_name,song_id,artists,album,duration_ms,explicit,artist_id,num_of_artists,danceability,energy,loudness,speechiness,tempo,song_title_en
Let's Get It (feat. Ty Dolla $ign and Wiz Khalifa),2P6rNkU42GeYsUYc3rzZFQ,"['Ca$h Out', 'Ty Dolla $ign', 'Wiz Khalifa']",Let's Get It,250653,True,7Kp7SzuRuNiPFCy7JIwnLx,3,0.821039,0.523022,-6.453,0.11441,140.01,Let's Get It
Kwekwe - Original Mix,3Sb0egzSEmNbGAI5IE6ruw,['Alex H'],PHW and Friends 005,536000,False,3VJS76xe6UUj7Qo2S9gxvB,1,0.448852,0.663974,-8.769,0.088161,128.008,Kwekwe - Original Mix
Back Door,7g6z64NEiGTyKdUhT6XJvi,"['Ca$h Out', 'Young Dolph']",Kitchens & Choppas,215800,True,7Kp7SzuRuNiPFCy7JIwnLx,2,0.793111,0.434223,-11.674,0.544042,119.995,Back Door (feat. Young Dolph)
H,2fZZoAASUzM7fHeSws5j1o,[],Los Griegos Creían Que las Estrellas Eran Pequeños Agujeros por Donde los Dioses Escuchaban a los Hombres,112000,False,2GbKQKL9D1dkfoSMeWM7vV,1,,,,,,
Money Baby,0828kFWjAE5Da3XtE998iw,"['K CAMP', 'Kwony Ca$h']",Money Baby,219120,True,5bgfj5zUoWpyeVatGDjn6H,2,0.729729,0.513813,-5.85,0.037004,134.983,Money Baby
She Twerkin,5zps32cgFG2c43QFKTBdlo,['Ca$h Out'],She Twerkin,170933,False,7Kp7SzuRuNiPFCy7JIwnLx,1,0.836847,0.756833,-4.117,0.0508,142.018,She Twerkin
'Til It Kills Me,0OK1jUjCXOP0Sl5rjwAAMe,['Flearoy'],H & the Bay,229247,False,5G2CuV8p3yxLeCdLPR2z40,1,0.810663,0.445766,-9.968,0.041281,89.53,'Til It Kills Me
(H)ours,5zmF2GXLweyJOofSYZp871,['Juce'],Taste The JUCE!,249772,False,2Xubl5vsAwms5hy2WNJFWI,1,0.821494,0.868237,-5.311,0.042778,113.012,(H)ours
Real Nature (California Beach Waves),681cOUurE9CNenol80jlTg,['B!each H!ouse'],Sunset.,299023,False,7ajMObwCJo1c0OkyQ99xXQ,1,0.179795,0.968529,-20.802,0.13673,134.096,Real Nature (California Beach Waves)
She Twerkin - Remix,0vRa2wBzM3pDKGttQMTzP7,"['Ca$h Out', 'Juicy J', 'Lil Boosie', 'Ty Dolla $ign', 'Kid Ink']","Rap Game, Vol. 4 (The TakeOver)",272718,True,7Kp7SzuRuNiPFCy7JIwnLx,5,0.887074,0.68041,-4.069,0.070706,142.06,"She Twerkin (Remix) [feat. Juicy J, Lil Boosie, Ty Dolla $ign, Kid Ink]"
Terrain,6QthmDpc98WKcgEpA6uOaA,"['La Fouine', 'H Magnum']",Cdc4,263533,True,6QS84S3i4gwdEKqWoTtDLd,2,0.675405,0.682194,-4.807,0.320294,77.019,Terrain
RaveBans 2015 (feat.Maren H),5T2yITFsJKsCMNqdPsr5GJ,['The Broject'],RaveBans 2015 (feat.Maren H),202500,False,5qsbuLpo3JIuX0EL8BCWWN,1,0.666465,0.988105,-3.434,0.09024,127.985,RaveBans 2015 (feat.Maren H)
She Twerkin,0WiaWFdISa6xNzSYYDkNug,['Ca$h Out'],She Twerkin,172586,True,7Kp7SzuRuNiPFCy7JIwnLx,1,0.836847,0.756833,-4.117,0.0508,142.018,She Twerkin
B-I-T-C-H,6NmxZwwuv8xKQLtzhyoyTY,['Rodney Carrington'],C'mon Laugh You Bastards,96293,True,7xsMZdxw6eEJXGTLZulONO,1,0.60548,0.227408,-11.705,0.03111,90.984,B-I-T-C-H
À Toa,4eSHomIoDTjqBUrFrdS8I1,"['Lisa Li', 'Chrys H']",À Toa,219040,False,3QM8TCMBrYa8fkxNLtS3wl,2,0.630164,0.644531,-10.136,0.099639,176.055,À Toa
Nam Weed,2AKA3AI93dlbYrNblJMrRK,['Scott H. Biram'],Nothin' But Blood,146493,False,6wpI4AEN6UO7ksNN23RGEf,1,0.458288,0.381309,-11.26,0.050849,85.779,Nam Weed
Dirty Dancing,3nosBSD7LoP7wXiQFD9SRC,"['Tion Phipps', 'Ca$h Out']",Dirty Dancing (feat. Ca$h Out) - Single,189960,True,5KG3hJkpMOHos8yaEyLMSF,2,0.504059,0.531587,-9.071,0.088207,99.794,Dirty Dancing
Prohibé,4TO9vJjkLBwYHfqDhBE62L,['H Magnum'],Prohibé,214226,False,63hFhXYW3r2q8uW2Rf3LUw,1,0.604507,0.712476,-7.764,0.276066,87.896,Prohibé
Faith (Chris Bullen Remix) [feat. KA$H],3dUbhcZs4SwghUWELCFrJI,"['Tigerlily', '2Less']",Faith (Remixes) [feat. KA$H],320654,False,48xCatjXaoohtyOHrHTijG,2,0.808179,0.77643,-4.155,0.061767,128.014,Faith (feat. Ka$h) [Chris Bullen Remix]
Overture: M. Gustave H,1Ck5c86XEgynO5UOIZLL1X,['Alexandre Desplat'],The Grand Budapest Hotel (Original Soundtrack),30013,False,71jzN72g8qWMCMkWC5p1Z0,1,0.135442,0.447604,-13.875,0.037358,72.65,Overture: M. Gustave H
